starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 17 18:22:17 2015	1447764737	0	60	60	60
Tue Nov 17 18:22:12 2015	1447764732	0	60	60	60
Tue Nov 17 18:22:04 2015	1447764724	0	60	60	60
Tue Nov 17 18:22:04 2015	1447764724	0	60	60	59
Tue Nov 17 18:22:16 2015	1447764736	0	60	60	60
Tue Nov 17 18:22:26 2015	1447764746	0	60	60	60
Tue Nov 17 18:22:14 2015	1447764734	0	60	60	60
Tue Nov 17 18:22:11 2015	1447764731	0	60	60	60
Tue Nov 17 18:22:29 2015	1447764749	0	60	60	60
Tue Nov 17 18:22:08 2015	1447764728	0	60	60	60
Tue Nov 17 18:22:09 2015	1447764729	0	60	60	60
Tue Nov 17 18:22:04 2015	1447764724	0	60	60	60
Tue Nov 17 18:22:06 2015	1447764726	0	60	61	60
Tue Nov 17 18:22:28 2015	1447764748	0	61	61	60
Tue Nov 17 18:22:13 2015	1447764733	0	61	61	60
Tue Nov 17 18:22:19 2015	1447764739	0	61	61	60
Tue Nov 17 18:22:24 2015	1447764744	0	61	61	60
Tue Nov 17 18:22:19 2015	1447764739	0	61	61	60
Tue Nov 17 18:22:16 2015	1447764736	0	61	61	60
Tue Nov 17 18:22:28 2015	1447764748	0	61	61	60
Tue Nov 17 18:22:20 2015	1447764740	0	61	61	60
Tue Nov 17 18:22:31 2015	1447764751	0	61	61	60
Tue Nov 17 18:22:24 2015	1447764744	0	61	61	61
Tue Nov 17 18:22:26 2015	1447764746	0	61	61	60
Tue Nov 17 18:22:11 2015	1447764731	0	61	61	60
Tue Nov 17 18:22:20 2015	1447764740	0	61	61	58
Tue Nov 17 18:22:10 2015	1447764730	0	61	61	60
Tue Nov 17 18:22:14 2015	1447764734	0	61	61	60
Tue Nov 17 18:22:06 2015	1447764726	0	61	61	60
Tue Nov 17 18:22:29 2015	1447764749	0	61	61	60
Tue Nov 17 18:22:30 2015	1447764750	0	61	61	60
Tue Nov 17 18:22:14 2015	1447764734	0	61	61	60
Tue Nov 17 18:22:22 2015	1447764742	0	61	61	60
Tue Nov 17 18:22:07 2015	1447764727	0	61	61	60
Tue Nov 17 18:22:25 2015	1447764745	0	61	61	60
Tue Nov 17 18:22:23 2015	1447764743	0	61	61	60
Tue Nov 17 18:22:26 2015	1447764746	0	61	61	61
Tue Nov 17 18:22:32 2015	1447764752	0	61	61	61
Tue Nov 17 18:22:14 2015	1447764734	0	61	61	60
Tue Nov 17 18:22:25 2015	1447764745	0	61	61	61
Tue Nov 17 18:22:12 2015	1447764732	0	61	61	61
Tue Nov 17 18:22:28 2015	1447764748	0	61	61	61
Tue Nov 17 18:22:23 2015	1447764743	0	61	61	60
Tue Nov 17 18:22:28 2015	1447764748	0	61	61	60
Tue Nov 17 18:22:10 2015	1447764730	0	61	61	60
Tue Nov 17 18:22:31 2015	1447764751	0	61	61	60
Tue Nov 17 18:22:22 2015	1447764742	0	61	61	59
Tue Nov 17 18:22:14 2015	1447764734	0	61	61	61
Tue Nov 17 18:22:31 2015	1447764751	0	61	61	60
Tue Nov 17 18:22:22 2015	1447764742	0	61	61	60
Tue Nov 17 18:22:14 2015	1447764734	0	61	61	61
Tue Nov 17 18:22:15 2015	1447764735	0	61	61	60
Tue Nov 17 18:22:25 2015	1447764745	0	61	61	60
Tue Nov 17 18:22:07 2015	1447764727	0	61	61	60
Tue Nov 17 18:22:03 2015	1447764723	0	61	61	61
Tue Nov 17 18:22:05 2015	1447764725	0	61	61	61
Tue Nov 17 18:22:04 2015	1447764724	0	61	61	60
Tue Nov 17 18:22:19 2015	1447764739	0	61	61	61
Tue Nov 17 18:22:04 2015	1447764724	0	61	61	61
Tue Nov 17 18:22:28 2015	1447764748	0	61	61	60
Tue Nov 17 18:22:11 2015	1447764731	0	61	61	61
Tue Nov 17 18:22:12 2015	1447764732	0	61	61	61
Tue Nov 17 18:22:05 2015	1447764725	0	61	61	60
Tue Nov 17 18:22:27 2015	1447764747	0	61	61	61
Tue Nov 17 18:22:12 2015	1447764732	0	61	61	60
Tue Nov 17 18:22:19 2015	1447764739	0	61	61	60
Tue Nov 17 18:22:03 2015	1447764723	0	61	61	61
Tue Nov 17 18:22:26 2015	1447764746	0	61	61	61
Tue Nov 17 18:22:18 2015	1447764738	0	61	61	61
Tue Nov 17 18:22:24 2015	1447764744	0	61	61	60
Tue Nov 17 18:22:16 2015	1447764736	0	61	61	61
Tue Nov 17 18:22:16 2015	1447764736	0	61	61	60
Tue Nov 17 18:22:05 2015	1447764725	0	61	61	61
Tue Nov 17 18:22:30 2015	1447764750	0	61	61	61
Tue Nov 17 18:22:22 2015	1447764742	0	61	61	61
Tue Nov 17 18:22:05 2015	1447764725	0	61	61	61
Tue Nov 17 18:22:10 2015	1447764730	0	61	61	61
Tue Nov 17 18:22:05 2015	1447764725	0	61	61	61
Tue Nov 17 18:22:11 2015	1447764731	0	61	61	61
Tue Nov 17 18:22:05 2015	1447764725	0	61	61	61
Tue Nov 17 18:22:02 2015	1447764722	0	61	61	61
Tue Nov 17 18:22:28 2015	1447764748	0	61	61	61
Tue Nov 17 18:22:17 2015	1447764737	0	61	61	61
Tue Nov 17 18:22:30 2015	1447764750	0	61	61	61
Tue Nov 17 18:22:27 2015	1447764747	0	61	61	60
Tue Nov 17 18:22:10 2015	1447764730	0	61	61	61
Tue Nov 17 18:22:22 2015	1447764742	0	61	61	61
Tue Nov 17 18:22:15 2015	1447764735	0	61	61	60
Tue Nov 17 18:22:03 2015	1447764723	0	61	61	60
Tue Nov 17 18:22:15 2015	1447764735	0	61	61	61
Tue Nov 17 18:22:16 2015	1447764736	0	61	61	61
Tue Nov 17 18:22:14 2015	1447764734	0	61	61	61
Tue Nov 17 18:22:21 2015	1447764741	0	61	61	61
Tue Nov 17 18:22:07 2015	1447764727	0	61	61	61
Tue Nov 17 18:22:22 2015	1447764742	0	61	61	61
Tue Nov 17 18:22:28 2015	1447764748	0	61	61	61
Tue Nov 17 18:22:04 2015	1447764724	0	61	61	61
Tue Nov 17 18:22:32 2015	1447764752	0	61	61	61
Tue Nov 17 18:22:07 2015	1447764727	0	61	61	61
Tue Nov 17 18:22:32 2015	1447764752	0	61	61	61
Tue Nov 17 18:22:05 2015	1447764725	0	61	61	61
Tue Nov 17 18:22:30 2015	1447764750	0	61	61	61
Tue Nov 17 18:22:06 2015	1447764726	0	61	61	61
Tue Nov 17 18:22:03 2015	1447764723	0	61	61	61
Tue Nov 17 18:22:04 2015	1447764724	0	61	61	61
Tue Nov 17 18:22:20 2015	1447764740	0	61	61	61
Tue Nov 17 18:22:05 2015	1447764725	0	61	61	61
Tue Nov 17 18:22:31 2015	1447764751	0	61	61	59
Tue Nov 17 18:22:28 2015	1447764748	0	61	61	61
Tue Nov 17 18:22:29 2015	1447764749	0	61	61	61
Tue Nov 17 18:22:21 2015	1447764741	0	61	61	61
Tue Nov 17 18:22:09 2015	1447764729	0	61	61	61
Tue Nov 17 18:22:29 2015	1447764749	0	61	61	61
Tue Nov 17 18:22:22 2015	1447764742	0	61	61	61
Tue Nov 17 18:22:22 2015	1447764742	0	61	61	61
Tue Nov 17 18:22:13 2015	1447764733	0	61	61	61
Tue Nov 17 18:22:14 2015	1447764734	0	61	61	61
Tue Nov 17 18:22:09 2015	1447764729	0	61	61	61
Tue Nov 17 18:22:20 2015	1447764740	0	61	61	61
Tue Nov 17 18:22:19 2015	1447764739	0	61	61	61
Tue Nov 17 18:22:19 2015	1447764739	0	61	61	61
Tue Nov 17 18:22:10 2015	1447764730	0	61	61	58
Tue Nov 17 18:22:25 2015	1447764745	0	61	61	61
Tue Nov 17 18:22:22 2015	1447764742	0	61	61	61
Tue Nov 17 18:22:20 2015	1447764740	0	61	61	61
Tue Nov 17 18:22:28 2015	1447764748	0	61	61	61
Tue Nov 17 18:22:21 2015	1447764741	0	61	61	61
Tue Nov 17 18:22:03 2015	1447764723	0	61	61	58
Tue Nov 17 18:22:02 2015	1447764722	0	61	61	60
Tue Nov 17 18:22:17 2015	1447764737	0	61	61	61
Tue Nov 17 18:22:05 2015	1447764725	0	61	61	61
Tue Nov 17 18:22:08 2015	1447764728	0	61	61	61
Tue Nov 17 18:22:31 2015	1447764751	0	61	61	61
Tue Nov 17 18:22:20 2015	1447764740	0	61	61	61
Tue Nov 17 18:22:30 2015	1447764750	0	61	61	61
Tue Nov 17 18:22:09 2015	1447764729	0	61	61	61
Tue Nov 17 18:22:05 2015	1447764725	0	61	61	61
Tue Nov 17 18:22:03 2015	1447764723	0	61	61	59
Tue Nov 17 18:22:15 2015	1447764735	0	61	61	61
Tue Nov 17 18:22:03 2015	1447764723	0	61	61	61
Tue Nov 17 18:22:27 2015	1447764747	0	61	61	61
Tue Nov 17 18:22:02 2015	1447764722	0	61	61	61
Tue Nov 17 18:22:30 2015	1447764750	0	61	61	61
Tue Nov 17 18:22:06 2015	1447764726	0	61	61	61
Tue Nov 17 18:22:22 2015	1447764742	0	61	61	61
Tue Nov 17 18:22:16 2015	1447764736	0	61	61	61
Tue Nov 17 18:22:26 2015	1447764746	0	61	61	61
Tue Nov 17 18:22:25 2015	1447764745	0	61	61	61
Tue Nov 17 18:22:11 2015	1447764731	0	61	61	61
Tue Nov 17 18:22:31 2015	1447764751	0	61	61	61
Tue Nov 17 18:22:24 2015	1447764744	0	61	61	61
Tue Nov 17 18:22:13 2015	1447764733	0	62	62	61
Tue Nov 17 18:22:02 2015	1447764722	0	62	62	61
Tue Nov 17 18:22:08 2015	1447764728	0	62	62	61
Tue Nov 17 18:22:09 2015	1447764729	0	62	62	59
Tue Nov 17 18:22:25 2015	1447764745	0	62	62	61
Tue Nov 17 18:22:29 2015	1447764749	0	62	62	59
Tue Nov 17 18:22:19 2015	1447764739	0	62	62	62
Tue Nov 17 18:22:05 2015	1447764725	0	62	62	61
Tue Nov 17 18:22:19 2015	1447764739	0	62	62	62
Tue Nov 17 18:22:02 2015	1447764722	0	62	62	62
Tue Nov 17 18:22:18 2015	1447764738	0	62	62	61
Tue Nov 17 18:22:24 2015	1447764744	0	62	62	61
Tue Nov 17 18:22:30 2015	1447764750	0	62	62	62
Tue Nov 17 18:22:20 2015	1447764740	0	62	62	61
Tue Nov 17 18:22:26 2015	1447764746	0	62	62	61
Tue Nov 17 18:22:29 2015	1447764749	0	62	62	61
Tue Nov 17 18:22:32 2015	1447764752	0	62	62	59
Tue Nov 17 18:22:29 2015	1447764749	0	62	62	62
Tue Nov 17 18:22:14 2015	1447764734	0	62	62	61
Tue Nov 17 18:22:07 2015	1447764727	0	62	62	61
Tue Nov 17 18:22:13 2015	1447764733	0	62	62	62
Tue Nov 17 18:22:21 2015	1447764741	0	62	62	62
Tue Nov 17 18:22:25 2015	1447764745	0	62	62	62
Tue Nov 17 18:22:25 2015	1447764745	0	62	62	58
Tue Nov 17 18:22:29 2015	1447764749	0	62	62	61
Tue Nov 17 18:22:10 2015	1447764730	0	62	62	61
Tue Nov 17 18:22:31 2015	1447764751	0	62	62	61
Tue Nov 17 18:22:19 2015	1447764739	0	62	62	61
Tue Nov 17 18:22:05 2015	1447764725	0	62	62	61
Tue Nov 17 18:22:32 2015	1447764752	0	62	62	61
Tue Nov 17 18:22:21 2015	1447764741	0	62	62	62
Tue Nov 17 18:22:19 2015	1447764739	0	62	62	61
Tue Nov 17 18:22:07 2015	1447764727	0	62	62	61
Tue Nov 17 18:22:31 2015	1447764751	0	62	62	62
Tue Nov 17 18:22:06 2015	1447764726	0	62	62	61
Tue Nov 17 18:22:08 2015	1447764728	0	62	62	62
Tue Nov 17 18:22:25 2015	1447764745	0	62	62	61
Tue Nov 17 18:22:18 2015	1447764738	0	62	62	61
Tue Nov 17 18:22:25 2015	1447764745	0	62	62	62
Tue Nov 17 18:22:19 2015	1447764739	0	62	62	61
Tue Nov 17 18:22:26 2015	1447764746	0	62	62	62
Tue Nov 17 18:22:21 2015	1447764741	0	62	62	61
Tue Nov 17 18:22:29 2015	1447764749	0	62	62	62
Tue Nov 17 18:22:03 2015	1447764723	0	62	62	62
Tue Nov 17 18:22:14 2015	1447764734	0	62	62	62
Tue Nov 17 18:22:06 2015	1447764726	0	62	62	62
Tue Nov 17 18:22:22 2015	1447764742	0	62	62	62
Tue Nov 17 18:22:25 2015	1447764745	0	62	62	62
Tue Nov 17 18:22:25 2015	1447764745	0	62	62	62
Tue Nov 17 18:22:24 2015	1447764744	0	62	62	62
Tue Nov 17 18:22:29 2015	1447764749	0	62	62	62
Tue Nov 17 18:22:02 2015	1447764722	0	62	62	62
Tue Nov 17 18:22:17 2015	1447764737	0	62	62	62
Tue Nov 17 18:22:02 2015	1447764722	0	62	62	56
Tue Nov 17 18:22:17 2015	1447764737	0	62	62	62
Tue Nov 17 18:22:23 2015	1447764743	0	62	62	62
Tue Nov 17 18:22:32 2015	1447764752	0	62	62	62
Tue Nov 17 18:22:24 2015	1447764744	0	62	62	62
Tue Nov 17 18:22:32 2015	1447764752	0	62	62	62
Tue Nov 17 18:22:02 2015	1447764722	0	62	62	62
Tue Nov 17 18:22:24 2015	1447764744	0	62	62	62
Tue Nov 17 18:22:06 2015	1447764726	0	62	62	62
Tue Nov 17 18:22:15 2015	1447764735	0	62	62	62
Tue Nov 17 18:22:06 2015	1447764726	0	62	62	62
Tue Nov 17 18:22:03 2015	1447764723	0	62	62	62
Tue Nov 17 18:22:27 2015	1447764747	0	62	62	62
Tue Nov 17 18:22:11 2015	1447764731	0	62	62	62
Tue Nov 17 18:22:32 2015	1447764752	0	62	62	62
Tue Nov 17 18:22:21 2015	1447764741	0	62	62	62
Tue Nov 17 18:22:21 2015	1447764741	0	62	62	62
Tue Nov 17 18:22:30 2015	1447764750	0	62	62	62
Tue Nov 17 18:22:26 2015	1447764746	0	62	62	62
Tue Nov 17 18:22:24 2015	1447764744	0	62	62	62
Tue Nov 17 18:22:18 2015	1447764738	0	62	62	62
Tue Nov 17 18:22:27 2015	1447764747	0	62	62	62
Tue Nov 17 18:22:27 2015	1447764747	0	62	62	62
Tue Nov 17 18:22:31 2015	1447764751	0	62	62	62
Tue Nov 17 18:22:26 2015	1447764746	0	62	62	62
Tue Nov 17 18:22:20 2015	1447764740	0	62	62	60
Tue Nov 17 18:22:15 2015	1447764735	0	62	62	62
Tue Nov 17 18:22:19 2015	1447764739	0	62	62	59
Tue Nov 17 18:22:02 2015	1447764722	0	62	62	62
Tue Nov 17 18:22:32 2015	1447764752	0	62	62	62
Tue Nov 17 18:22:18 2015	1447764738	0	62	62	62
Tue Nov 17 18:22:23 2015	1447764743	0	62	62	62
Tue Nov 17 18:22:28 2015	1447764748	0	62	62	62
Tue Nov 17 18:22:05 2015	1447764725	0	62	62	62
Tue Nov 17 18:22:17 2015	1447764737	0	62	62	62
Tue Nov 17 18:22:09 2015	1447764729	0	62	62	62
Tue Nov 17 18:22:32 2015	1447764752	0	62	62	62
Tue Nov 17 18:22:26 2015	1447764746	0	62	62	62
Tue Nov 17 18:22:08 2015	1447764728	0	62	62	62
Tue Nov 17 18:22:04 2015	1447764724	0	62	62	61
Tue Nov 17 18:22:19 2015	1447764739	0	62	62	62
Tue Nov 17 18:22:23 2015	1447764743	0	62	62	62
Tue Nov 17 18:22:17 2015	1447764737	0	62	62	62
Tue Nov 17 18:22:21 2015	1447764741	0	62	62	62
Tue Nov 17 18:22:13 2015	1447764733	0	62	62	62
Tue Nov 17 18:22:12 2015	1447764732	0	62	62	62
Tue Nov 17 18:22:07 2015	1447764727	0	62	62	62
Tue Nov 17 18:22:24 2015	1447764744	0	62	62	62
Tue Nov 17 18:22:32 2015	1447764752	0	62	62	62
Tue Nov 17 18:22:23 2015	1447764743	0	62	62	62
Tue Nov 17 18:22:31 2015	1447764751	0	62	62	62
Tue Nov 17 18:22:30 2015	1447764750	0	62	62	60
Tue Nov 17 18:22:07 2015	1447764727	0	62	62	62
Tue Nov 17 18:22:26 2015	1447764746	0	62	62	62
Tue Nov 17 18:22:18 2015	1447764738	0	62	62	60
Tue Nov 17 18:22:21 2015	1447764741	0	62	62	62
Tue Nov 17 18:22:11 2015	1447764731	0	62	62	62
Tue Nov 17 18:22:24 2015	1447764744	0	62	62	62
Tue Nov 17 18:22:25 2015	1447764745	0	62	62	62
Tue Nov 17 18:22:25 2015	1447764745	0	63	63	57
Tue Nov 17 18:22:25 2015	1447764745	0	63	63	62
Tue Nov 17 18:22:30 2015	1447764750	0	63	63	62
Tue Nov 17 18:22:16 2015	1447764736	0	63	63	62
Tue Nov 17 18:22:04 2015	1447764724	0	63	63	62
Tue Nov 17 18:22:04 2015	1447764724	0	63	63	62
Tue Nov 17 18:22:08 2015	1447764728	0	63	63	62
Tue Nov 17 18:22:12 2015	1447764732	0	63	63	63
Tue Nov 17 18:22:12 2015	1447764732	0	63	63	63
Tue Nov 17 18:22:14 2015	1447764734	0	63	63	62
Tue Nov 17 18:22:11 2015	1447764731	0	63	63	62
Tue Nov 17 18:22:28 2015	1447764748	0	63	63	63
Tue Nov 17 18:22:04 2015	1447764724	0	63	63	62
Tue Nov 17 18:22:08 2015	1447764728	0	63	63	63
Tue Nov 17 18:22:28 2015	1447764748	0	63	63	63
Tue Nov 17 18:22:06 2015	1447764726	0	63	63	63
Tue Nov 17 18:22:27 2015	1447764747	0	63	63	62
Tue Nov 17 18:22:21 2015	1447764741	0	63	63	62
Tue Nov 17 18:22:30 2015	1447764750	0	63	63	63
Tue Nov 17 18:22:14 2015	1447764734	0	63	63	62
Tue Nov 17 18:22:04 2015	1447764724	0	63	63	62
Tue Nov 17 18:22:26 2015	1447764746	0	63	63	62
Tue Nov 17 18:22:16 2015	1447764736	0	63	63	62
Tue Nov 17 18:22:14 2015	1447764734	0	63	63	63
Tue Nov 17 18:22:06 2015	1447764726	0	63	63	60
Tue Nov 17 18:22:14 2015	1447764734	0	63	63	62
Tue Nov 17 18:22:05 2015	1447764725	0	63	63	62
Tue Nov 17 18:22:02 2015	1447764722	0	63	63	63
Tue Nov 17 18:22:06 2015	1447764726	0	63	63	63
Tue Nov 17 18:22:25 2015	1447764745	0	63	63	62
Tue Nov 17 18:22:16 2015	1447764736	0	63	63	57
Tue Nov 17 18:22:02 2015	1447764722	0	63	63	63
Tue Nov 17 18:22:15 2015	1447764735	0	63	63	58
Tue Nov 17 18:22:31 2015	1447764751	0	63	63	63
Tue Nov 17 18:22:23 2015	1447764743	0	63	63	63
Tue Nov 17 18:22:21 2015	1447764741	0	63	63	63
Tue Nov 17 18:22:29 2015	1447764749	0	63	63	57
Tue Nov 17 18:22:24 2015	1447764744	0	63	63	63
Tue Nov 17 18:22:31 2015	1447764751	0	63	63	63
Tue Nov 17 18:22:32 2015	1447764752	0	63	63	63
Tue Nov 17 18:22:17 2015	1447764737	0	63	63	63
Tue Nov 17 18:22:30 2015	1447764750	0	63	63	58
Tue Nov 17 18:22:23 2015	1447764743	0	63	63	63
Tue Nov 17 18:22:15 2015	1447764735	0	63	63	63
Tue Nov 17 18:22:25 2015	1447764745	0	63	63	63
Tue Nov 17 18:22:12 2015	1447764732	0	63	63	63
Tue Nov 17 18:22:13 2015	1447764733	0	63	63	63
Tue Nov 17 18:22:32 2015	1447764752	0	63	63	63
Tue Nov 17 18:22:27 2015	1447764747	0	63	63	63
Tue Nov 17 18:22:12 2015	1447764732	0	63	63	63
Tue Nov 17 18:22:16 2015	1447764736	0	63	63	63
Tue Nov 17 18:22:24 2015	1447764744	0	63	63	60
Tue Nov 17 18:22:08 2015	1447764728	0	63	63	63
Tue Nov 17 18:22:14 2015	1447764734	0	63	63	63
Tue Nov 17 18:22:23 2015	1447764743	0	63	63	63
Tue Nov 17 18:22:04 2015	1447764724	0	63	63	58
Tue Nov 17 18:22:10 2015	1447764730	0	63	63	63
Tue Nov 17 18:22:12 2015	1447764732	0	63	63	58
Tue Nov 17 18:22:24 2015	1447764744	0	63	63	63
Tue Nov 17 18:22:17 2015	1447764737	0	63	63	63
Tue Nov 17 18:22:31 2015	1447764751	0	63	63	63
Tue Nov 17 18:22:16 2015	1447764736	0	63	63	63
Tue Nov 17 18:22:29 2015	1447764749	0	63	63	63
Tue Nov 17 18:22:28 2015	1447764748	0	63	63	63
Tue Nov 17 18:22:27 2015	1447764747	0	63	63	63
Tue Nov 17 18:22:27 2015	1447764747	0	63	63	61
Tue Nov 17 18:22:08 2015	1447764728	0	63	63	63
Tue Nov 17 18:22:28 2015	1447764748	0	63	63	63
Tue Nov 17 18:22:27 2015	1447764747	0	63	63	63
Tue Nov 17 18:22:26 2015	1447764746	0	63	63	63
Tue Nov 17 18:22:26 2015	1447764746	0	63	63	63
Tue Nov 17 18:22:30 2015	1447764750	0	63	63	63
Tue Nov 17 18:22:30 2015	1447764750	0	63	63	63
Tue Nov 17 18:22:08 2015	1447764728	0	63	63	63
Tue Nov 17 18:22:17 2015	1447764737	0	63	63	63
Tue Nov 17 18:22:22 2015	1447764742	0	63	63	60
Tue Nov 17 18:22:07 2015	1447764727	0	63	63	63
Tue Nov 17 18:22:07 2015	1447764727	0	63	63	63
Tue Nov 17 18:22:10 2015	1447764730	0	63	63	63
Tue Nov 17 18:22:05 2015	1447764725	0	63	63	63
Tue Nov 17 18:22:32 2015	1447764752	0	64	64	63
Tue Nov 17 18:22:16 2015	1447764736	0	64	64	61
Tue Nov 17 18:22:22 2015	1447764742	0	64	64	63
Tue Nov 17 18:22:10 2015	1447764730	0	64	64	63
Tue Nov 17 18:22:24 2015	1447764744	0	64	64	64
Tue Nov 17 18:22:13 2015	1447764733	0	64	64	64
Tue Nov 17 18:22:25 2015	1447764745	0	64	64	63
Tue Nov 17 18:22:17 2015	1447764737	0	64	64	63
Tue Nov 17 18:22:16 2015	1447764736	0	64	64	63
Tue Nov 17 18:22:08 2015	1447764728	0	64	64	63
Tue Nov 17 18:22:02 2015	1447764722	0	64	64	63
Tue Nov 17 18:22:20 2015	1447764740	0	64	64	62
Tue Nov 17 18:22:14 2015	1447764734	0	64	64	63
Tue Nov 17 18:22:27 2015	1447764747	0	64	64	64
Tue Nov 17 18:22:10 2015	1447764730	0	64	64	61
Tue Nov 17 18:22:17 2015	1447764737	0	64	64	63
Tue Nov 17 18:22:32 2015	1447764752	0	64	64	63
Tue Nov 17 18:22:18 2015	1447764738	0	64	64	63
Tue Nov 17 18:22:17 2015	1447764737	0	64	64	63
Tue Nov 17 18:22:22 2015	1447764742	0	64	64	63
Tue Nov 17 18:22:17 2015	1447764737	0	64	64	64
Tue Nov 17 18:22:21 2015	1447764741	0	64	64	64
Tue Nov 17 18:22:03 2015	1447764723	0	64	64	63
Tue Nov 17 18:22:26 2015	1447764746	0	64	64	64
Tue Nov 17 18:22:27 2015	1447764747	0	64	64	63
Tue Nov 17 18:22:09 2015	1447764729	0	64	64	64
Tue Nov 17 18:22:32 2015	1447764752	0	64	64	63
Tue Nov 17 18:22:32 2015	1447764752	0	64	64	61
Tue Nov 17 18:22:17 2015	1447764737	0	64	64	64
Tue Nov 17 18:22:26 2015	1447764746	0	64	64	64
Tue Nov 17 18:22:07 2015	1447764727	0	64	64	64
Tue Nov 17 18:22:05 2015	1447764725	0	64	64	64
Tue Nov 17 18:22:18 2015	1447764738	0	64	64	64
Tue Nov 17 18:22:23 2015	1447764743	0	64	64	64
Tue Nov 17 18:22:18 2015	1447764738	0	64	64	62
Tue Nov 17 18:22:09 2015	1447764729	0	64	64	63
Tue Nov 17 18:22:12 2015	1447764732	0	64	64	64
Tue Nov 17 18:22:16 2015	1447764736	0	64	64	64
Tue Nov 17 18:22:28 2015	1447764748	0	64	64	62
Tue Nov 17 18:22:18 2015	1447764738	0	64	64	64
Tue Nov 17 18:22:24 2015	1447764744	0	64	64	64
Tue Nov 17 18:22:21 2015	1447764741	0	64	64	64
Tue Nov 17 18:22:11 2015	1447764731	0	64	64	59
Tue Nov 17 18:22:29 2015	1447764749	0	64	64	64
Tue Nov 17 18:22:14 2015	1447764734	0	64	64	64
Tue Nov 17 18:22:23 2015	1447764743	0	64	64	62
Tue Nov 17 18:22:20 2015	1447764740	0	64	64	59
Tue Nov 17 18:22:23 2015	1447764743	0	64	64	64
Tue Nov 17 18:22:29 2015	1447764749	0	64	64	62
Tue Nov 17 18:22:29 2015	1447764749	0	64	64	59
Tue Nov 17 18:22:17 2015	1447764737	0	64	64	64
Tue Nov 17 18:22:06 2015	1447764726	0	64	64	60
Tue Nov 17 18:22:30 2015	1447764750	0	65	65	64
Tue Nov 17 18:22:14 2015	1447764734	0	65	65	59
Tue Nov 17 18:22:04 2015	1447764724	0	65	65	64
Tue Nov 17 18:22:17 2015	1447764737	0	65	65	65
Tue Nov 17 18:22:08 2015	1447764728	0	65	65	62
Tue Nov 17 18:22:27 2015	1447764747	0	65	65	64
Tue Nov 17 18:22:17 2015	1447764737	0	65	65	64
Tue Nov 17 18:22:04 2015	1447764724	0	65	65	64
Tue Nov 17 18:22:13 2015	1447764733	0	65	65	64
Tue Nov 17 18:22:29 2015	1447764749	0	65	65	65
Tue Nov 17 18:22:13 2015	1447764733	0	65	65	62
Tue Nov 17 18:22:19 2015	1447764739	0	65	65	62
Tue Nov 17 18:22:20 2015	1447764740	0	65	65	63
Tue Nov 17 18:22:10 2015	1447764730	0	65	65	62
Tue Nov 17 18:22:30 2015	1447764750	0	65	65	65
Tue Nov 17 18:22:16 2015	1447764736	0	65	65	65
Tue Nov 17 18:22:32 2015	1447764752	0	65	65	65
Tue Nov 17 18:22:08 2015	1447764728	0	65	65	60
Tue Nov 17 18:22:04 2015	1447764724	0	65	65	62
Tue Nov 17 18:22:30 2015	1447764750	0	65	65	65
Tue Nov 17 18:22:14 2015	1447764734	0	65	65	65
Tue Nov 17 18:22:17 2015	1447764737	0	65	65	65
Tue Nov 17 18:22:26 2015	1447764746	0	65	65	63
Tue Nov 17 18:22:21 2015	1447764741	0	65	65	65
Tue Nov 17 18:22:24 2015	1447764744	0	65	65	62
Tue Nov 17 18:22:02 2015	1447764722	0	65	65	65
Tue Nov 17 18:22:13 2015	1447764733	0	65	65	65
Tue Nov 17 18:22:16 2015	1447764736	0	65	65	65
Tue Nov 17 18:22:12 2015	1447764732	0	65	65	60
Tue Nov 17 18:22:22 2015	1447764742	0	66	66	66
Tue Nov 17 18:22:19 2015	1447764739	0	66	66	65
Tue Nov 17 18:22:23 2015	1447764743	0	66	66	65
Tue Nov 17 18:22:27 2015	1447764747	0	66	66	63
Tue Nov 17 18:22:08 2015	1447764728	0	66	66	60
Tue Nov 17 18:22:08 2015	1447764728	0	66	66	60
Tue Nov 17 18:22:05 2015	1447764725	0	66	66	60
Tue Nov 17 18:22:09 2015	1447764729	0	66	66	60
Tue Nov 17 18:22:20 2015	1447764740	0	66	66	61
Tue Nov 17 18:22:09 2015	1447764729	0	66	66	62
Tue Nov 17 18:22:22 2015	1447764742	0	66	66	63
Tue Nov 17 18:22:03 2015	1447764723	0	66	66	66
Tue Nov 17 18:22:11 2015	1447764731	0	66	66	61
Tue Nov 17 18:22:10 2015	1447764730	0	66	66	66
Tue Nov 17 18:22:10 2015	1447764730	0	66	66	66
Tue Nov 17 18:22:17 2015	1447764737	0	67	67	66
Tue Nov 17 18:22:30 2015	1447764750	0	67	67	66
Tue Nov 17 18:22:10 2015	1447764730	0	67	67	60
Tue Nov 17 18:22:27 2015	1447764747	0	67	67	63
Tue Nov 17 18:22:10 2015	1447764730	0	67	67	58
Tue Nov 17 18:22:21 2015	1447764741	0	67	67	64
Tue Nov 17 18:22:31 2015	1447764751	0	67	67	61
Tue Nov 17 18:22:12 2015	1447764732	0	67	67	67
Tue Nov 17 18:22:13 2015	1447764733	0	67	67	64
Tue Nov 17 18:22:27 2015	1447764747	0	67	67	67
Tue Nov 17 18:22:04 2015	1447764724	0	67	67	64
